Date,Location,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,RainToday,RainTomorrow,ColourOfBoats,AverageTemp
23/10/2012,Tuas,1,4.8,11.8,SSW,37,S,SSW,17,22,57,45,MED,hiGh,2,1,No,No,blue,28.6
23/10/2012,Sentosa,0,4.6,9.9,N,59,N,N,37,33,39,22,HigH,high,7,7,No,No,white,28.7
23/10/2012,Changi,0,9.4,10.7,SE,37,S,ESE,9,13,35,46,meD,MeD,1,7,No,No,blue,30.8
24/10/2012,Tuas,0,5.6,12.4,SSW,31,ESE,SSE,15,15,59,30,high,HIGh,6,4,,No,grey,29.9
24/10/2012,Woodlands,0.4,7.6,11.3,NNE,41,NE,NNE,15,26,69,41,loW,lOW,4,2,No,No,blue,35.5
24/10/2012,Woodlands,0.4,7.6,11.3,NNE,41,NE,NNE,15,26,69,41,loW,lOW,4,2,No,No,blue,35.5
24/10/2012,Changi,0,8.8,11.9,SE,39,SSE,E,11,19,45,44,HiGh,MED,3,2,No,No,blue,30.9
24/10/2012,Changi,0,8.8,11.9,SE,39,SSE,E,11,19,45,44,HiGh,MED,3,2,No,No,blue,30.9
24/10/2012,Sentosa,0,5.8,2.8,N,76,N,N,50,35,40,30,MeD,MeD,6,7,No,No,blue,29.7
25/10/2012,Changi,0,8,11.1,ENE,26,WSW,ENE,7,13,52,42,mED,med,7,3,No,No,white,30.8
25/10/2012,Tuas,0,7.4,12.7,ENE,39,E,SSE,13,15,43,26,hIgH,hiGh,0,0,No,No,grey,30.4
25/10/2012,Woodlands,0,8.8,8.2,ESE,30,E,N,11,11,66,51,meD,lOw,6,7,No,No,grey,35.5
25/10/2012,Sentosa,0,8.2,5.9,WSW,63,WNW,W,24,35,50,51,lOw,mED,5,7,No,Yes,blue,30.5
26/10/2012,Changi,0,7.8,11.4,NE,24,ENE,NNE,4,11,50,54,med,low,0,0,No,No,grey,32
26/10/2012,Woodlands,0.2,5.8,10,NNW,35,NE,NNW,13,20,61,46,meD,LoW,7,3,No,No,white,35.5
26/10/2012,Tuas,0,8.2,12.6,E,37,ENE,ESE,13,11,46,21,hIgh,meD,0,0,No,No,red,30.8
27/10/2012,Woodlands,0,7.6,10.2,NW,37,WSW,NW,4,22,72,61,LoW,low,5,3,,Yes,red,35.6
27/10/2012,Tuas,0,8.4,12.8,NNE,33,ENE,SSE,15,13,24,13,mEd,Med,0,0,,No,white,32.6
27/10/2012,Woodlands,0,7.6,10.2,NW,37,WSW,NW,4,22,72,61,LoW,low,5,3,,Yes,red,35.6
27/10/2012,Changi,0,5.4,8.8,E,37,SSE,E,7,20,55,51,MeD,Med,2,7,No,Yes,red,32.9
28/10/2012,Woodlands,5.8,7.4,4.4,N,57,N,NNW,13,9,96,61,mED,LOw,8,5,,Yes,white,34.7
28/10/2012,Tuas,0,8.4,10.8,NW,41,NNE,SW,13,7,16,32,lOW,LoW,1,7,No,No,blue,32.8
28/10/2012,Changi,8.2,8.4,0.2,ESE,37,SE,ESE,15,15,55,54,hIGH,hIgH,7,7,Yes,No,red,31.1
29/10/2012,Changi,0,5.6,3.7,ESE,30,SSE,ESE,13,11,58,43,HIgH,MED,7,6,,No,blue,31.2
29/10/2012,Sentosa,5.2,4,12.2,N,52,NE,N,6,24,68,44,meD,mEd,6,7,,No,blue,29.4
29/10/2012,Woodlands,3.2,5,10.2,ENE,35,NE,NNW,6,19,60,56,MEd,Low,3,2,,No,grey,35.1
29/10/2012,Woodlands,3.2,5,10.2,ENE,35,NE,NNW,6,19,60,56,MEd,Low,3,2,,No,grey,35.1
29/10/2012,Tuas,0,5.4,10.8,W,30,W,W,11,15,67,66,loW,mED,4,4,No,No,red,30.2
30/10/2012,Sentosa,0,6,12.7,N,50,N,NW,37,28,40,18,MeD,mED,1,1,No,No,red,32.1
30/10/2012,Woodlands,0,6.8,10.5,NNW,30,NNW,NNW,11,15,67,50,med,low,5,1,No,No,grey,35.7
30/10/2012,Changi,0,5.8,5.8,ENE,19,ESE,ENE,4,9,59,55,MeD,med,6,6,No,No,blue,30.9
30/10/2012,Tuas,0,5,7.4,SSW,37,SSW,SSW,11,20,49,49,Med,Med,5,6,No,No,blue,29.6
31/10/2012,Woodlands,0,6,-10.7,NNE,39,NE,N,13,24,61,55,med,lOW,2,2,,No,blue,35.9
31/10/2012,Sentosa,0,11.4,3,SW,76,N,N,48,13,27,24,lOW,med,6,7,,Yes,grey,33
31/10/2012,Changi,0,4,8.9,ESE,31,SSW,NE,6,9,56,74,Med,MeD,2,5,,No,red,32.3
31/10/2012,Tuas,0,7,2,ESE,41,ESE,E,17,17,58,51,MED,mED,7,5,No,No,red,29.7
1/11/2012,Changi,0.4,4.8,12.5,NNE,31,NNE,NE,6,15,59,59,MeD,MeD,1,6,No,No,white,32.1
1/11/2012,Sentosa,3.2,7.6,3.8,SW,70,W,SW,26,37,74,53,lOw,med,7,7,Yes,No,blue,28
1/11/2012,Woodlands,0,7,9.8,N,41,E,N,9,24,65,47,MEd,lOw,7,2,No,No,blue,36.2
1/11/2012,Tuas,0,5,7.1,ESE,39,E,E,19,11,66,57,Med,MeD,4,7,No,No,grey,30
2/11/2012,Tuas,0,4,11,WNW,35,WNW,WNW,13,15,60,53,MED,mEd,4,7,No,No,grey,29.9
2/11/2012,Woodlands,1,7.6,11.3,N,35,NNE,NNW,9,17,71,55,meD,low,4,3,No,Yes,blue,35.7
2/11/2012,Changi,0,6,10.6,E,46,ESE,ESE,13,20,52,52,lOw,MeD,5,1,No,No,white,32.8
2/11/2012,Sentosa,0.6,4.6,1.6,SSW,35,S,SSE,24,22,80,54,med,HiGH,7,6,No,No,blue,27.6
3/11/2012,Woodlands,31.6,13,6.9,SE,48,ESE,WNW,9,17,88,58,lOW,LOw,7,2,Yes,No,red,34.9
3/11/2012,Changi,0,11,7.4,ENE,30,E,E,11,13,57,51,med,mEd,7,7,No,No,blue,32.2
3/11/2012,Sentosa,0,3,8.3,NNE,43,ESE,NNE,15,22,55,50,Med,mED,,,No,No,grey,28.9
3/11/2012,Tuas,0,6.6,4.7,NW,37,NNW,NNW,15,17,60,91,lOw,low,7,8,No,Yes,red,29.5
4/11/2012,Tuas,26,3.4,7,WSW,54,WNW,W,19,20,49,46,LOw,LoW,6,3,Yes,Yes,grey,28.8
4/11/2012,Changi,0.6,7,9.1,ENE,22,E,E,6,9,71,49,Med,med,6,3,No,No,red,31.7
4/11/2012,Woodlands,0,4,9.1,S,52,S,WNW,13,30,76,68,lOw,low,6,4,No,No,red,35.4
4/11/2012,Tuas,26,3.4,7,WSW,54,WNW,W,19,20,49,46,LOw,LoW,6,3,Yes,Yes,grey,28.8
4/11/2012,Sentosa,0,5.4,12.2,N,54,N,N,41,30,47,23,MED,mEd,,,No,No,grey,31.1
5/11/2012,Woodlands,0,7.6,-6.7,N,31,N,NNW,9,19,70,65,LOw,Low,5,2,,Yes,blue,35.4
5/11/2012,Tuas,11.2,5,9.6,SSW,43,SW,WSW,15,17,69,48,med,MEd,5,5,,No,grey,28.4
5/11/2012,Changi,0.2,9.6,12.2,ENE,26,NNW,ENE,2,13,58,52,MeD,mED,5,1,No,No,grey,31.4
5/11/2012,Sentosa,0,14,0.1,N,63,N,NNE,44,28,26,46,Low,mEd,,7,No,No,red,32.4
6/11/2012,Changi,0,6.6,11.3,ENE,30,ENE,ENE,6,15,49,50,Med,mEd,5,2,No,No,red,31.4
6/11/2012,Woodlands,3,4,9.2,NNE,39,N,NNE,11,22,66,46,MED,LOW,7,7,Yes,No,white,35.7
6/11/2012,Sentosa,0,6.4,1.6,N,57,SW,NE,19,11,64,53,loW,mEd,,,No,Yes,grey,31.5
6/11/2012,Tuas,0.4,4.8,-10.8,W,33,SW,WSW,19,15,81,48,meD,MeD,7,3,No,No,white,29.6
7/11/2012,Changi,0,6.8,8.2,E,22,NE,NE,4,11,65,53,mEd,mED,6,6,No,No,red,31.7
7/11/2012,Sentosa,1.6,3.2,0.3,SSE,26,W,SSE,9,17,76,65,MED,mEd,8,8,,Yes,red,29.4
7/11/2012,Tuas,0,5.2,9.7,SW,37,SE,SW,7,19,62,50,MEd,hIGH,7,7,No,No,white,29.5
7/11/2012,Woodlands,0,6,5.9,N,54,ENE,E,13,13,66,93,lOW,lOW,4,8,No,Yes,red,35.6
8/11/2012,Tuas,0,6.8,12.9,WSW,33,E,SW,9,20,49,46,HIGh,HiGH,0,5,,No,white,30.3
8/11/2012,Changi,0,4.2,8,NE,33,ENE,NE,9,17,73,60,mEd,mEd,7,2,No,No,red,32.7
8/11/2012,Sentosa,1.6,3.4,10.1,SSE,37,SSE,SE,9,22,78,41,Med,Med,6,4,Yes,No,blue,29.6
8/11/2012,Woodlands,20.4,6.2,8.7,WNW,37,NNE,NW,13,20,72,55,lOw,Low,4,6,Yes,No,grey,35.2
9/11/2012,Tuas,0,7.4,13,NE,31,NNE,WSW,13,17,27,32,meD,mEd,1,6,No,No,white,31.4
9/11/2012,Sentosa,0.4,3,8.6,W,63,W,SW,35,30,51,39,med,hIGh,3,7,No,No,white,28.6
9/11/2012,Changi,0,9.6,8.3,NE,33,N,NNE,7,13,57,61,MED,mEd,2,7,No,Yes,white,33.5
9/11/2012,Woodlands,0,4.8,7.1,SSE,37,E,WSW,20,13,62,58,med,LOW,7,7,No,No,white,35.4
10/11/2012,Woodlands,0,5.6,8.6,N,39,ENE,NE,17,22,63,46,meD,Low,7,3,No,No,blue,35.6
10/11/2012,Sentosa,0,5.8,9,SSE,35,S,S,11,17,79,48,High,hiGH,,,No,No,red,28
10/11/2012,Changi,8,5.4,0,WNW,22,WNW,SSE,4,6,88,91,med,Med,8,8,Yes,Yes,grey,31.5
10/11/2012,Tuas,0,8,9.2,SSW,39,S,WSW,11,20,56,57,MED,med,1,5,No,Yes,white,29.8
11/11/2012,Sentosa,0,5.4,12.6,N,61,N,NNE,48,35,49,23,hIgh,HIgH,,,,Yes,blue,29.7
11/11/2012,Woodlands,0,6.8,7.4,N,31,SSW,NNW,7,22,72,56,meD,LOw,7,3,,Yes,grey,35.5
11/11/2012,Changi,22,3,7.1,SSE,46,SSE,SE,15,19,62,37,higH,hiGh,7,2,Yes,No,blue,31.4
11/11/2012,Tuas,1.2,6.6,13.3,SSW,41,S,SW,19,19,50,38,HIGh,HIGH,2,1,Yes,No,grey,28.9
11/11/2012,Woodlands,0,6.8,7.4,N,31,SSW,NNW,7,22,72,56,meD,LOw,7,3,,Yes,grey,35.5
12/11/2012,Tuas,0,9,12.6,S,35,ENE,SSW,15,17,46,41,hiGH,HIgH,7,1,No,No,red,30.2
12/11/2012,Sentosa,5.4,14.4,7.9,N,93,N,SW,54,39,31,60,MEd,med,7,7,Yes,No,blue,31.8
12/11/2012,Woodlands,11.8,6.4,-8.3,NNE,44,E,N,7,17,76,59,MED,LOw,4,5,,Yes,white,34.8
12/11/2012,Changi,0,8,11.7,E,30,SE,E,9,13,58,45,HIGH,HIGh,7,2,No,No,red,31
13/11/2012,Changi,0,7.2,-11.9,EW,22,WNW,NNE,4,9,50,48,HIgh,meD,1,2,No,No,red,31
13/11/2012,Sentosa,0,7.6,11.9,SSW,46,SE,S,31,26,46,40,HigH,hIGH,7,3,No,No,white,28.7
13/11/2012,Woodlands,2.8,4.6,8.1,NNE,41,ESE,NNE,13,19,79,56,mED,MeD,7,5,Yes,No,white,35.1
13/11/2012,Tuas,0,8,11.7,SSW,30,SSE,SSW,13,19,57,39,med,MED,6,7,,No,white,31.4
13/11/2012,Sentosa,0,7.6,11.9,SSW,46,SE,S,31,26,46,40,HigH,hIGH,7,3,No,No,white,28.7
14/11/2012,Changi,0,8,12.3,NE,26,N,NNE,6,13,53,56,MEd,mED,1,1,,No,white,31.4
14/11/2012,Sentosa,0,7,9.6,SSW,31,S,S,11,19,59,52,Med,MED,3,8,No,No,grey,28.3
14/11/2012,Tuas,0,8,12,SW,43,SSW,SW,15,24,57,52,mED,MEd,7,0,No,No,white,30.9
14/11/2012,Woodlands,0,6,9.7,WNW,33,ENE,NNW,9,20,70,62,MED,Med,7,7,No,Yes,white,35.4
15/11/2012,Changi,0,6.6,11.6,NE,33,NE,NE,6,13,56,59,mED,MED,1,2,No,No,red,32.3
15/11/2012,Tuas,0,7,13.3,SSW,41,ESE,SW,9,26,52,48,MED,MeD,1,0,No,No,grey,30.6
15/11/2012,Sentosa,0,5.4,4,SSW,33,SW,SW,11,13,65,50,mEd,MEd,6,7,,No,blue,28.4
15/11/2012,Woodlands,2.2,6,9.9,NNW,31,NNE,N,9,22,68,64,meD,med,2,1,Yes,No,white,35.3
15/11/2012,Tuas,0,7,13.3,SSW,41,ESE,SW,9,26,52,48,MED,MeD,1,0,No,No,grey,30.6
16/11/2012,Sentosa,0.4,4.4,7.6,S,46,SSW,S,24,28,57,49,med,med,7,6,,No,white,28.7
16/11/2012,Changi,0,7.6,12.1,NE,30,NW,NE,7,13,39,59,mEd,LOW,1,1,No,No,white,33
16/11/2012,Tuas,0,8,12.7,SSW,37,SE,SW,7,20,44,38,meD,med,2,2,No,No,red,31.8
16/11/2012,Changi,0,7.6,12.1,NE,30,NW,NE,7,13,39,59,mEd,LOW,1,1,No,No,white,33
16/11/2012,Woodlands,0,6.4,10.1,SW,37,NNE,WNW,11,22,64,48,Med,LoW,4,5,No,No,grey,35.8
17/11/2012,Changi,0,8,4.7,WSW,70,ENE,NNE,6,6,71,61,MeD,MED,7,3,No,Yes,grey,33.2
17/11/2012,Tuas,0,11,13,SSW,39,NNE,WSW,13,17,28,30,mEd,med,0,1,No,No,white,34.1
17/11/2012,Sentosa,0,4.8,3.6,SSE,30,SSW,S,15,19,72,46,meD,mED,,,No,No,grey,28.6
17/11/2012,Woodlands,0,6.6,8.7,E,56,NW,WNW,20,26,72,59,Low,loW,6,3,No,No,red,35.6
18/11/2012,Sentosa,0,3.4,10.4,SSE,46,W,SSE,15,24,87,45,MED,MEd,,,No,No,grey,28.3
18/11/2012,Woodlands,0.8,5.6,1.8,SSE,26,E,WNW,9,9,68,64,lOW,LOw,7,7,No,No,white,34.8
18/11/2012,Tuas,0,9.6,12.9,SSW,48,SW,SW,13,24,63,60,Low,mEd,5,6,No,No,blue,31.3
18/11/2012,Changi,64,,2.9,NNW,24,,N,0,6,92,74,med,LOw,8,6,Yes,Yes,white,31.7
19/11/2012,Changi,16.6,5.8,12.4,WNW,35,W,WNW,6,13,71,20,MEd,lOW,1,2,Yes,No,white,33.8
19/11/2012,Sentosa,0.8,5.4,13.3,SSW,44,SE,S,22,28,58,34,MEd,hIgh,3,1,No,No,red,29.6
19/11/2012,Woodlands,0,4,8.3,WNW,31,WNW,NW,13,19,73,57,LoW,lOw,6,4,No,No,white,35.5
19/11/2012,Tuas,0,8,12,SW,35,SSW,SW,7,17,55,50,MED,MED,1,1,,No,red,30.9
19/11/2012,Tuas,0,8,12,SW,35,SSW,SW,7,17,55,50,MED,MED,1,1,,No,red,30.9
20/11/2012,Sentosa,0,7.6,9.4,N,57,N,NNE,33,44,41,24,mED,mED,7,7,,No,red,30.9
20/11/2012,Tuas,0,8.4,12.8,SW,41,SSE,SW,13,22,55,50,MeD,MED,3,0,No,No,white,30.5
20/11/2012,Changi,0,9,12,ENE,26,S,ENE,6,9,44,43,med,mED,6,1,No,No,blue,32.3
20/11/2012,Woodlands,0,6.2,11.7,WNW,30,N,WNW,11,17,62,40,Med,LOW,3,2,No,No,grey,35.5
21/11/2012,Changi,0,8,-12.1,SE,28,SE,E,9,13,56,61,mED,MEd,4,4,No,No,blue,32.2
21/11/2012,Tuas,0,7.4,9.2,E,33,E,ESE,13,13,48,22,MED,meD,1,6,,No,red,33.6
21/11/2012,Woodlands,0,7.2,11.1,WNW,37,W,WNW,13,28,64,56,LoW,LOW,6,2,,No,white,35.8
21/11/2012,Woodlands,0,7.2,11.1,WNW,37,W,WNW,13,28,64,56,LoW,LOW,6,2,,No,white,35.8
21/11/2012,Sentosa,0,14.4,8.6,N,74,SW,SSE,28,35,56,46,MEd,mED,6,3,,No,blue,30.2
22/11/2012,Sentosa,0,7.2,12.1,SSE,41,SSW,SSE,19,22,57,42,meD,MEd,6,2,No,No,grey,29.1
22/11/2012,Changi,0,5.6,9,ENE,24,W,NNE,4,7,58,57,mED,MeD,2,7,No,No,white,32.5
22/11/2012,Tuas,0,8.4,12.9,WSW,33,NW,WSW,11,15,42,51,Low,Low,4,2,,No,white,33.4
22/11/2012,Woodlands,0,8,11.2,WNW,41,WNW,WNW,19,31,68,59,Low,LOw,6,3,No,No,blue,36.2
22/11/2012,Sentosa,0,7.2,12.1,SSE,41,SSW,SSE,19,22,57,42,meD,MEd,6,2,No,No,grey,29.1
22/11/2012,Changi,0,5.6,9,ENE,24,W,NNE,4,7,58,57,mED,MeD,2,7,No,No,white,32.5
23/11/2012,Changi,0,7.8,8.6,ENE,26,ENE,ENE,7,9,58,60,mED,MeD,3,7,,No,white,33.4
23/11/2012,Changi,0,7.8,8.6,ENE,26,ENE,ENE,7,9,58,60,mED,MeD,3,7,,No,white,33.4
23/11/2012,Woodlands,0,8.4,2.2,NW,31,SSE,SE,15,11,80,52,mED,MEd,7,7,No,No,red,35.8
23/11/2012,Tuas,0,7.8,9.1,WSW,39,SSW,SSW,15,19,52,53,mED,Med,7,7,No,No,white,31.3
23/11/2012,Sentosa,0,6.4,8.6,S,31,SSE,SE,11,20,67,60,med,mED,8,3,No,No,red,29.8
24/11/2012,Changi,0,7,11.6,NE,26,ENE,ENE,11,11,58,57,med,Med,7,7,,No,red,32.5
24/11/2012,Changi,0,7,11.6,NE,26,ENE,ENE,11,11,58,57,med,Med,7,7,,No,red,32.5
24/11/2012,Woodlands,0,5,6.2,SE,52,NE,SSE,13,9,68,76,mEd,meD,4,7,No,No,white,35.7
24/11/2012,Sentosa,0,6.4,7.9,N,52,N,NW,28,20,61,18,Med,med,,,No,No,white,32.7
24/11/2012,Tuas,0,7.2,6.7,SW,43,E,S,11,20,59,38,MEd,med,7,2,,No,blue,32.5
25/11/2012,Sentosa,0,10,6.1,SSE,33,SSW,SSE,15,19,73,61,med,MED,,,No,No,grey,30.3
25/11/2012,Tuas,0.8,11.4,13.2,SSE,39,SSE,SW,11,20,56,48,MED,mEd,1,2,,No,red,32
25/11/2012,Woodlands,0.2,4.8,11.7,N,39,E,N,9,31,67,44,meD,MEd,6,6,,No,red,35.8
25/11/2012,Changi,0,6.8,11.7,ENE,28,NNE,NE,7,9,57,54,Med,mEd,3,1,No,No,red,32.7
26/11/2012,Sentosa,0,5,4.5,S,31,S,SSE,9,13,72,53,MED,meD,7,6,,Yes,grey,29.7
26/11/2012,Changi,0,7.6,9.7,E,30,NNE,NE,4,13,65,46,MED,med,3,3,No,No,white,33.3
26/11/2012,Woodlands,0,7.4,11.7,N,39,NNE,N,9,20,57,42,meD,mED,2,2,No,No,grey,35.9
26/11/2012,Tuas,0,7,-12.7,WSW,33,ENE,SW,13,17,61,52,MED,MED,3,1,,No,grey,32.2
27/11/2012,Woodlands,0,8,10.3,N,35,E,NNW,6,20,65,40,Low,LoW,6,3,No,No,red,36.4
27/11/2012,Tuas,0,7.6,9.7,WNW,52,WNW,NW,9,24,70,56,low,lOw,7,4,No,Yes,grey,31
27/11/2012,Changi,0,7.8,11,NNE,26,NW,NNE,6,7,62,53,med,Med,7,7,,No,white,32.9
27/11/2012,Sentosa,17.8,3.8,-5.4,W,74,WSW,S,19,26,96,64,MeD,mED,8,6,Yes,Yes,blue,30.3
28/11/2012,Tuas,8,5.8,5.5,WNW,74,N,WNW,15,30,83,66,lOW,LOw,7,7,,Yes,white,29.8
28/11/2012,Sentosa,4.8,5.2,9.5,SE,30,SSW,SSE,6,19,79,51,mED,Med,8,3,Yes,No,white,31.6
28/11/2012,Changi,0,8.4,11.2,NE,26,NE,NNE,4,11,59,54,MeD,MEd,6,7,No,Yes,blue,33.5
28/11/2012,Woodlands,0,7.8,6.5,WNW,31,NE,NW,13,17,69,48,MEd,LOw,6,7,,Yes,red,36.4
29/11/2012,Tuas,9.6,6.4,9.2,SW,56,W,W,20,22,49,49,low,MED,5,5,Yes,No,white,28.9
29/11/2012,Sentosa,0,8,12.1,N,61,N,N,43,35,59,22,LOW,low,0,6,,No,grey,35.1
29/11/2012,Woodlands,3.4,7.4,4.7,EW,43,ENE,W,9,15,84,75,LoW,loW,7,7,,No,grey,35.3
29/11/2012,Tuas,9.6,6.4,9.2,SW,56,W,W,20,22,49,49,low,MED,5,5,Yes,No,white,28.9
29/11/2012,Changi,5,7,11.3,NNE,20,E,NNE,4,9,57,53,MED,meD,2,1,Yes,No,grey,33.4
29/11/2012,Woodlands,3.4,7.4,4.7,EW,43,ENE,W,9,15,84,75,LoW,loW,7,7,,No,grey,35.3
30/11/2012,Woodlands,0.2,7,-9.2,N,35,NE,NNW,17,22,71,53,loW,LoW,6,6,No,No,grey,35.6
30/11/2012,Tuas,1,5.8,8.5,WSW,41,SW,SW,17,20,51,46,MED,MeD,7,3,,No,red,29.3
30/11/2012,Sentosa,0.6,12.6,2.6,SE,33,SW,SE,17,17,58,55,LOw,MeD,7,7,No,No,red,33.7
30/11/2012,Changi,0,7,13.2,NE,26,E,NNE,6,11,58,48,MEd,Med,1,1,No,No,white,33.4
1/1/2013,Woodlands,0,4.5,10,N,35,S,NNW,13,17,68,54,lOW,low,6,6,,Yes,blue,36
1/1/2013,Woodlands,0,4.5,10,N,35,S,NNW,13,17,68,54,lOW,low,6,6,,Yes,blue,36
1/1/2013,Tuas,0,10,8.5,WNW,35,WNW,NW,11,13,62,68,loW,MED,1,5,No,No,red,34.7
1/1/2013,Sentosa,0,7,13,SSW,50,SSW,SSE,7,20,63,47,meD,mEd,,,,No,white,30.9
1/1/2013,Woodlands,0,4.5,10,N,35,S,NNW,13,17,68,54,lOW,low,6,6,,Yes,blue,36
1/1/2013,Changi,0,7.2,8.9,ENE,22,ENE,ENE,6,11,63,51,MED,meD,6,7,No,No,grey,33.3
2/1/2013,Changi,0,8,13.1,SE,30,SW,ENE,4,13,56,47,MeD,lOW,1,1,No,No,grey,34.8
2/1/2013,Tuas,0.4,8,11.4,SW,33,WSW,WSW,9,15,65,49,meD,mEd,4,2,,No,blue,33.3
2/1/2013,Sentosa,0,9.8,12.7,SE,48,SSE,S,24,20,50,42,MeD,MED,,3,,No,white,30.1
2/1/2013,Woodlands,13.8,7.4,3.6,,,W,NNW,13,15,84,61,lOW,loW,7,7,Yes,Yes,white,34.7
3/1/2013,Sentosa,0,7,12.8,ESE,37,NE,E,6,15,50,19,MEd,Med,2,,No,No,blue,33.5
3/1/2013,Changi,0,11.8,11.7,ESE,37,SE,E,15,19,54,53,MED,Med,3,1,No,No,red,34.3
3/1/2013,Woodlands,15.2,5.4,5.6,ESE,33,ESE,ENE,7,22,88,74,lOW,LOW,4,7,Yes,No,blue,35.3
3/1/2013,Tuas,0,9.8,11.2,W,39,W,WSW,17,22,58,61,MeD,MEd,6,7,No,No,red,32.3
4/1/2013,Changi,0,10.8,12.1,ENE,33,ESE,ESE,11,15,51,44,MeD,mEd,5,2,,No,blue,33.6
4/1/2013,Woodlands,1,5.2,-9.1,N,28,E,NW,7,13,70,56,loW,low,6,7,No,Yes,grey,35.8
4/1/2013,Tuas,0,8,-12.4,SSW,39,SSW,SW,15,19,47,46,med,meD,4,0,No,No,blue,31.7
4/1/2013,Sentosa,0,14.6,12.5,NNE,69,N,N,43,39,23,14,low,LOW,,,No,No,blue,35.9
5/1/2013,Tuas,0,8.2,13.2,SW,37,ESE,SW,11,20,44,29,med,low,0,0,,No,white,33.5
5/1/2013,Sentosa,0,21.6,12,S,43,S,S,17,30,68,52,med,meD,,,No,No,grey,32.2
5/1/2013,Changi,0,9.8,6.1,ENE,33,ESE,ENE,6,13,58,60,med,Med,6,5,,Yes,grey,33.3
5/1/2013,Woodlands,7.2,6,2.7,SSE,37,E,E,9,19,82,81,LoW,LOW,7,7,Yes,Yes,blue,35.2
6/1/2013,Tuas,0,12,6,NNE,39,NNE,NE,13,15,56,46,lOw,Med,8,5,No,Yes,red,35.1
6/1/2013,Woodlands,20.6,4,-9.9,NNE,35,E,NNE,11,19,82,54,LoW,low,7,5,Yes,No,white,35.6
6/1/2013,Sentosa,0,9.4,10.8,S,50,SSW,S,19,33,69,59,high,hIgH,,,No,No,blue,31.4
6/1/2013,Changi,2,7.4,6.5,E,31,SSE,E,7,19,79,54,mEd,Med,6,6,,No,blue,33.3
7/1/2013,Sentosa,0,9.2,11.8,SSE,35,WSW,SSE,13,26,70,44,MeD,med,0,,No,No,red,32.4
7/1/2013,Woodlands,0,6.2,7.5,NE,43,E,NE,19,28,82,51,LOW,LOW,8,7,,Yes,blue,35.9
7/1/2013,Changi,0.2,8.8,8.9,ESE,35,E,ESE,17,11,54,49,med,mED,7,7,No,No,blue,33.3
7/1/2013,Tuas,4.8,5.2,3.3,NW,37,SE,NE,9,11,90,38,meD,MeD,7,3,Yes,No,white,36.2
8/1/2013,Woodlands,1.8,8,2.3,NE,59,E,NE,20,22,80,71,LoW,LoW,7,8,,Yes,red,34.6
8/1/2013,Sentosa,0,6.2,6.8,SW,61,SSW,SW,6,39,65,34,Low,low,,,No,No,white,32.9
8/1/2013,Changi,0,10.4,11.2,NNE,28,W,NE,2,13,66,54,MED,MEd,6,1,No,No,red,33.4
8/1/2013,Tuas,0.2,6.6,9.2,SSW,46,WSW,SW,9,19,36,61,Med,med,5,7,No,No,blue,36.8
9/1/2013,Woodlands,3.2,1.8,4.6,WNW,39,NNE,WNW,2,19,77,58,low,lOw,6,6,Yes,No,red,35.8
9/1/2013,Sentosa,0.2,5.2,9.7,SSW,52,SSW,SSE,28,15,68,44,low,lOW,7,,No,No,blue,29.3
9/1/2013,Tuas,0,11.2,11.8,SW,50,SSW,SSW,20,26,67,56,lOw,Med,7,1,No,No,blue,32.9
9/1/2013,Changi,0,8.8,12.6,NE,35,N,NNE,6,15,54,59,loW,LoW,1,2,,No,blue,34.5
10/1/2013,Changi,0,10,11.1,E,30,ENE,ENE,6,17,54,57,LoW,LOw,5,7,,No,red,34.6
10/1/2013,Tuas,0,8.8,13.1,SSW,46,SSE,SW,17,26,51,51,LOw,lOw,3,1,No,No,grey,31.2
10/1/2013,Sentosa,0.2,7.6,12.6,SSE,33,SSW,SSE,9,20,51,43,lOw,low,1,,,No,blue,31.1
10/1/2013,Woodlands,0,8,5.4,WNW,50,WNW,WNW,26,24,68,60,LOw,LOW,7,6,,No,white,36.1
11/1/2013,Sentosa,0,9.8,12.1,N,67,N,NNW,50,35,19,8,loW,lOW,,,No,No,white,34.9
11/1/2013,Changi,0,9.8,11.4,NE,30,NE,NNE,9,13,66,48,mED,MED,5,3,No,No,blue,35.6
11/1/2013,Tuas,0,9.8,12.8,S,41,SE,SW,11,19,49,46,mEd,Med,2,1,No,No,white,32.3
11/1/2013,Woodlands,0,7,8.4,WNW,43,WSW,WNW,15,28,70,63,lOW,loW,7,7,No,No,blue,36.4
12/1/2013,Woodlands,0.2,7,0.8,E,74,E,WNW,13,17,83,67,lOW,loW,8,7,No,Yes,grey,35.5
12/1/2013,Sentosa,0,15.2,2.8,SSE,48,SW,SSW,19,26,54,56,MEd,Med,,,No,No,blue,30.9
12/1/2013,Changi,0,9.4,-9.8,NE,30,NNW,NNE,6,11,56,60,mEd,mEd,1,1,,No,grey,35.8
12/1/2013,Tuas,0,9.4,10.4,ENE,41,E,SSE,17,15,49,32,LOW,LoW,2,4,,No,white,34.6
13/1/2013,Tuas,0,10.2,0.4,E,37,E,ENE,13,15,61,59,meD,mED,7,8,No,Yes,grey,33.3
